Canon,,,,,,    Dealer Price List ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Showroom Models,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Item No.,Description,,,Dealer Price,MSRP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*◆,5961C015AA,imageRUNNER ADVANCE DX C3935i Showroom,,,"$5,691",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*◆,5962C015AA,imageRUNNER ADVANCE DX C3930i Showroom,,,"$4,449",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*◆,5963C015AA,imageRUNNER ADVANCE DX C3926i Showroom,,,"$3,154",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*◆,4917C004AA,Cassette Feeding Unit-AW1  Showroom <1> ,,,$707,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*◆,4000C003AA,Inner Finisher-L1 Showroom <2>,,,$708,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*◆,4002C005AA,Inner 2/3 Hole Puncher-D1<3>,,,$435,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*◆,4921C003AA,Staple Finisher-AE1 Showroom<2><3>,,,"$1,739",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*◆,4922C003AA,Booklet Finisher-AE1 Showroom <2><3>,,,"$2,609",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*◆,0126C004AA,2/3 Hole Puncher Unit-A1 Showroom <4>,,,$490,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<1> Cassette Feeding Unit-AW1 and Cabinet Type-W cannot be installed at the same time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<2> Inner 2way Tray-M1, Inner Finisher-L1, Staple Finisher-AE1 or Booklet Finisher-AE1 cannot be installed at the same time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<3> Includes Buffer Pass Unit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<4> Requires Staple Finisher-AE1 or Booklet Finisher AE1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardware Accessories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Item No.,Description,,,Dealer Price,MSRP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,4917C002AA,Cassette Feeding Unit-AW1 <1>,,,$786,"$2,018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5634C001AA,Cabinet Type-W<1>,,,$97,$201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4034C001AA,Inner 2way Tray-M1 <2>,,,$60,$140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,4000C002BA,Inner Finisher-L1 <2><11>,,,$786,"$1,668",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,4002C002AA,Inner 2/3 Hole Puncher-D1,,,$483,$940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,4921C001AA,Staple Finisher-AE1 <2><3><11>,,,"$1,932","$3,755",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,4922C001AA,Booklet Finisher-AE1 <2><3><12>,,,"$2,898","$5,563",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,0126C001AA,2/3 Hole Puncher Unit-A1 <4>,,,$544,"$1,183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4918C002AA,Copy Tray-T2,,,$29,$62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0165C001AA,Utility Tray-B1 <13>,,,$42,$85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3818C003AA,Platen Cover-Y3 <10>,,,$72,$140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1266V426,USB Keyboard (Cherry) <6>,,,$90,$123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3684B009AA,Copy Card Reader Attachment-B7,,,$49,$112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4784B001AA,Copy Card Reader-F1 <7>,,,$218,$418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4781B001AA,Canon Card Set-A1 (1-30),,,$110,$210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4781B002AA,Canon Card Set-A2 (31-100),,,$241,$460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4781B003AA,Canon Card Set-A3 (101-200),,,$327,$613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4781B004AA,Canon Card Set-A4 (201-300),,,$327,$613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4781B005AA,Canon Card Set-A5 (301-500),,,$652,"$1,239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4781B006AA,Canon Card Set-A6 (501-1000),,,"$1,631","$3,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4085V100,Braille Label Kit-G1 ,,,$128,$224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1095B001AA,ADF Access Handle-A1,,,$110,$195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3726B001AA,Copy Control Interface Kit-A1 <8>,,,$37,$71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3806V864,Convenience Stapler-C1 <9>,,,$236,$477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3987V510,Staple Remover A-1 <5>,,,$566,$809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3954V774,Universal Keyboard Stand-A2 ,,,$173,$331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4067C002AA,OP Attachment Kit for Reader-A2 <14>,,,$11,$26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3821V580,imageRUNNER ADVANCE DX Series Control Panel Protective Film (10 pack) <15>,,,$35,$132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<1> Cassette Feeding Unit-AW1 and Cabinet Type-W cannot be installed at the same time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<2> Inner 2way Tray-M1, Inner Finisher-L1, Staple Finisher-AE1 or Booklet Finisher-AE1 cannot be installed at the same time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<3> Includes Buffer Pass Unit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<4> Requires Staple Finisher-AE1 or Booklet Finisher AE1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<5> A standalone staple remover with easy one-touch operation ensuring documents are ready for scanning, copying and faxing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<6> When installing USB Keyboard it is recommended to install the Utility Tray-B1 or Universal Keyboard Stand-A2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<7> Requires the Copy Card Reader Attachment Kit-B7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<8> Cannot be installed if Copy Card Reader-F1 is installed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<9> A standalone stapler that provides quick and easy corner- or side-page stapling for up to 50 sheets. Uses Staple-P1 (1008B001AA). 2 cartridges per case. 5,000 staples per cartridge.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<10> Requires removing the standard Single Pass Duplexing ADF.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<11> Inner Finisher/Staple Finisher includes 1 staple cartridge (5,000 staples). DOES NOT include additional staple cartridges.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<12> Booklet  Finisher includes 1 staple cartridge for stapling (5,000 staples) and 2 staple cartridges for booklet (2,000 x 2 staples). DOES NOT include additional staple cartridges.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<13> Requires Attachment Kit for Reader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<14> When installing Utility Tray or Voice Operation Kit, Attachment Kit for Reader is required.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<15> For all imageRUNNER ADVANCE DX models. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"         For Third Generation imageRUNNER ADVANCE models, please use Third Generation imageRUNNER ADVANCE Control Panel Protective Film (incl. Keypad) (10 pack) (3821V582) or",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        (100 pack) (3821V583).  Designed for use on flat panel only. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imageRUNNER ADVANCE DX C3935i / C3930i / C3926i (continued),,,,,,Back to Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
System Connectivity Accessories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Item No.,eLAN Item No.,Description,,Dealer Price,MSRP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-,4821B003AA,PCL International Font Set-A1<1>,,$283,$561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-,3999B004AA,Barcode Printing Kit-D1<1>,,$452,$994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,4919C001AA,-,Super G3 FAX Board-BH1,,$579,"$1,113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,4920C008AA,-,Super G3 2nd Line Fax Board-BH2 <2>,,$362,$696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-,0170C004AA,IP FAX Expansion Kit-B1<1><2><3>,,$189,$414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-,3679B005AA,Remote FAX Kit-A1<1><4>,,$226,$497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4039C001BA,-,Memory Mirroring Kit-A1 <6>,,$362,$696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4873C001BA,-,250GB SSD-A1 <7>,,$241,$488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4874C001BA,-,1TB SSD-A1,,$786,"$1,808",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5984C001AA,-,Wireless LAN Board-F1,,$42,$67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4036C002AA,-,Numeric Keypad-A2,,$103,$238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4040C001AA,-,IC Card Reader Box for Numeric Keypad-A1<8>,,$92,$212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0172C002AA,-,Voice Operation Kit-D1<5>,,"$1,087","$2,503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<1> eLAN item (License Access Number is delivered via CNA System),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<2> Requires Super G3 FAX Board-BH1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<3> Cannot be installed with Super G3 2nd Line Fax Board-BH2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<4> Cannot be installed with Super G3 FAX Board-BH1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<5> Voice Operation Kit-D1 cannot be installed at the same time. Requires Numeric Keypad A2 and Attachment Kit for Reader-A2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<6> SSD Mirroring feature requires two SSD, either one additional 250GB SSD-A1 with standard 250GB SSD or two 1TB  SSD-A1  replacing standard 250GB SSD.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<7> 250 GB SSD for Mirroring functionality only, cannot be used to increase storage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<8> When using IC Card with Numeric Keypad A1, Numeric Keypad will take standard iC Card place.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        It is recommended to install IC Card Reader Box when using IC Card and Numeric Keypad A1 together.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        This configuration will require the purchase of a Proximity Card Reader (ex. uniFLOW MiCard PLUS).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imageRUNNER ADVANCE Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Item No.,eLAN Item No.,Description,,Dealer Price,MSRP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,-,4224C062AA,Authorized Send V7.X (1 License) e-LAN <1> <2>,,$600,"$1,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,-,4224C063AA,Authorized Send V7.X (10 License) e-LAN <1> <2>,,"$5,700","$10,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,-,4224C064AA,Authorized Send V7.X (100 License) e-LAN <1> <2>,,"$57,000","$105,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-,4224C065AA,Authorized Send V7.X NFR (1 License) e-LAN <1> <2>,,$20,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-,4224C066AA,Authorized Send To Fax V7.X (1 License) e-LAN <1> <2>,,$260,$390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-,4224C015AA,Authorized Send V7.X Add-on Option  (1 License) e-LAN <1> <2>,,$490,$930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-,4224C016AA,Authorized Send V7.X Worldox Add-on Option  (1 License) e-LAN <1> <2>,,$150,$220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-,4224C017AA,Authorized Send V7.X Bar Code Recognition Add-on Option  (1 License) e-LAN <1> <2>,,$150,$220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-,4224C018AA,Authorized Send V7.X Fax Server Add-on Option (1 License) e-LAN <1> <2>,,$150,$220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-,4224C121AA,MFP Voice Assist <1><2>,,$260,$500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Φ,-,4164BT59AA,AA-PRINT MFP V1.5 Gen3 <1>,,$320,$720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Φ,-,4164BT60AA,AA-PRINT MFP V1.5 1L Gen3 NFR <1> <3>,,$0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-,4224C181AA,MEAP Web Kit V1.1,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-,4223C001AA,Object Generator (for AS400 printing) License with 3 year Maintenance <4>,,"$3,000","$6,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-,4223C002AA,Object Generator Additional 1 year Maintenance ,,$500,"$1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<1> AA-PRINT and Authorized Send Application/Jar file can be attained through download only from http://www.canon.com/fau/downloads/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<2> eLAN item (License Access Number is delivered via CNA System). Software / Kit to be installed via CDS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<3> One NFR license per dealer showroom location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<4> eLAN item (License Access Number is delivered via CNA System). Software provided through e-support.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supplies & Consumables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Item No.,Description,,,Dealer Price,MSRP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Φ,1008B001AA,Staple-P1 <1>,,,$45,$84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Φ,0148C001AA,Staple Cartridge-Y1 (for Booklet Finisher-AE1)<2>,,,$26,$51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<1> Used for corner/double stapling only. 2 cartridges per case. 5,000 staples per cartridge.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<2> Used for booklet finishing only. 2 cartridges per case. 2,000 staples per cartridge.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drum and Toner ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Item No.,Description,,,Dealer Price,MSRP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8528B004AA,"GPR-53 Drum Unit (C3935i -BW 96.4K, CL 88K impressions / C3930i -BW 97K, CL82.7K impressions / C3926i -BW 86.3K, CL72.6K impressions)",,,$142,$237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5753C003AA,GPR-66 Black Toner (38K impressions @ 5% coverage),,,$63,$105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5754C003AA,GPR-66 Cyan Toner (25.5K impressions @ 5% coverage),,,$126,$210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5755C003AA,GPR-66 Magenta Toner (25.5K impressions @ 5% coverage),,,$126,$210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5756C003AA,GPR-66 Yellow Toner (25.5K impressions @ 5% coverage),,,$126,$210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5758C002AA,GPR-66L Cyan Toner  (11K impressions @ 5% coverage),,,$79,$132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5759C002AA,GPR-66L Magenta Toner  (11K impressions @ 5% coverage),,,$79,$132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5760C002AA,GPR-66L Yellow Toner  (11K impressions @ 5% coverage),,,$79,$132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imageRUNNER ADVANCE DX C5870i / C5860i / C5850i / C5840i,,,,,,Back to Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Color | Mid-volume | Multifunction

 - Print up to 70 ppm (BW, color) 
 - Scan up to 270 ipm (300 dpi) (BW, color, duplex) 
 - Print up to 12” × 18” 
 - 6,350-sheet maximum paper capacity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Item No.,Description,,,Dealer Price,MSRP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,3824C002AA,imageRUNNER ADVANCE DX C5870i <1><2>,,,"$13,590","$37,080",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,3825C002AA,imageRUNNER ADVANCE DX C5860i <1><3>,,,"$11,230","$30,460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,3826C002AA,imageRUNNER ADVANCE DX C5850i <1><3>,,,"$10,020","$26,485",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,3827C002AA,imageRUNNER ADVANCE DX C5840i <1><3>,,,"$7,485","$22,515",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<1> Ships standard with  200-sheet Single Pass Duplexing Automatic Document Feeder,  2 x 550-sheet Paper Cassettes, Envelope Feeder Attachment, UFRII/PCL/PS Printing, Direct PDF/XPS Printing, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"         Color Universal Send with PDF High Compression, Encrypted PDF, Digital Signature PDF (Device and User Signature), Trace and Smooth PDF, Searchable PDF/XPS, OOXML (Scan to PPT and Word), ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"         Universal Login Manager (Requires Download), uniFLOW Online Express, Access Management System, SSD Data Initialize, Data Encryption (FIPS-140-2), IP Sec, Encrypted Secure Print, Secure Watermark,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"         Web Browser,  Single Pass Duplexing Automatic Document Feeder, Color Image Reader, Ethernet 1000Base-T/100Base-TX/10Base-T,USB 2.0/3.0 High Speed Connectivity,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"         Wifi Connectivity, Remote Operator's Software Kit, Color Network ScanGear and Drum Units. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<2> Requires Staple Finisher-AB3, Staple Finisher Lite-A1, Booklet Finisher-A2 with Tri-Fold or Inner Tray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<3> Requires Inner Finisher-L1, Staple Finisher-AB3, Staple Finisher Lite-A1, Booklet Finisher-A2 with Tri-Fold or Inner Tray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Showroom Models,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Item No.,Description,,,Dealer Price,MSRP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*◆,3824C012AA,imageRUNNER ADVANCE DX C5870i Showroom bundled with Power PDF V4 5-User with 3 Year M&S<5>,,,"$9,514",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*◆,3827C012AA,imageRUNNER ADVANCE DX C5840i Showroom bundled with Power PDF V4 5-User with 3 Year M&S<5>,,,"$6,470",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*◆,4031C005AA,High Capacity Cassette Feeding Unit-C1<1>,,,$869,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*◆,4030C004AA,Cassette Feeding Unit-AQ1<1>,,,$708,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*◆,4000C003AA,Inner Finisher-L1<2>,,,$708,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*◆,4002C005AA,Inner 2/3 Hole Puncher-D1<3>,,,$435,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*◆,6598C005AA,Staple Finisher-AB3 <2><4>,,,"$1,563",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*◆,6601C005AA,Booklet Finisher-A2 with Tri-Fold <2><4> ,,,"$1,926",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*◆,5546C003AA,Buffer Pass Unit-P2,,,$176,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*◆,5549C003AA,Paper Folding Unit-L1 <6>,,,"$3,466",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<1> High Capacity Cassette Feeding Unit-C1, Cassette Feeding Unit-AQ1 and Cabinet Type-V cannot be installed at the same time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<2> The Inner 2way Tray-M1, Inner Finisher-L1, Staple Finisher-AB3, Staple Finisher Lite-A1 or Booklet Finisher-A2 with Tri-Fold cannot be installed at the same time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<3> Requires Inner Finisher-L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<4> Staple Finisher-AB3 requires Buffer Pass Unit-P2. Booklet Finisher-A2 with Tri-Fold requires Buffer Pass Unit-P2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<5> Includes 6315AR77AA Power PDF V4 5-User with 3 Year Maintenance and Support Promo (Free Support Until Mar 31st, 2024)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
